url,titulo,compañia,descripcion,categoria,sub-categoria,educacion
https://www.occ.com.mx//empleo/oferta/17731457-comprador/?ai=false&ais=&origin=unknown&page=2&rank=9&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%239&sessionid=&showseo=true&type=1&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"ESTAMOS BUSCANDOCOMPRADOR JRRequisitos:Licenciatura en Comercio Internacional o carrera a finExperiencia en Compras Nacionales e InternacionalesInglés intermedioSexo indistintoManejo de Excel y office en generalProactivoActividades a realizar:Revisión diaria de correoManejo de facturas extranjeras y nacionalesComentarios en visorCotizacionesColocación de ordenes de proveedoresAtención a clientesReportes de facturasContacto con proveedores y paqueteríasOfrecemos:Fondo de ahorro 6%Sueldo semanalAguinaldo 20 díasVales de despensaOportunidad de crecimientoConstante capacitaciónUniformesServicio médico particular por parte de la empresaExcelente ambiente laboralHorario: Lunes a Viernes de 8:00 am a 6:00 pmUbicación: Avenida Industrias 6504 Colonia Nombre de Dios, Chihuahua, Chihuahua.",Administrativo,Compras,Universitario titulado
https://www.occ.com.mx//empleo/oferta/17731446-coordinador-de-activos-fijos/?ai=false&ais=&origin=unknown&page=2&rank=10&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2310&sessionid=&showseo=true&type=1&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"Actividades a realizar:Registro de equipos en el inventario del activo fijo.Gestión y renovación de pólizas de seguro para la flota vehicular, edificios y equipos.Cotización y logística de envíos nacionales para MOBINSA SA DE CV y filiales.Inventario y seguimiento a la venta de equipos nuevos.Registro y seguimiento de garantías de equipos.Reportes de tiempos de entrega de equipos nuevos.Reporte de equipos disponibles.Revisión y gestión a pago de infracciones y tramites vehiculares.Campañas de servicio para equipos.Requisitos:Escolaridad: Licenciatura o ingeniería a finOfrecemos:Sueldo semanalPrestaciones de ley y superioresFondo de ahorro 6%Vales de despensa20 días de aguinaldoServicio médico particular internoExcelente ambiente laboralOportunidad de crecimiento",Contabilidad - Finanzas,Administración de inmuebles y activos fijos,Universitario titulado
https://www.occ.com.mx//empleo/oferta/17731440-auxiliar-administrativo/?ai=false&ais=&origin=unknown&page=2&rank=11&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2311&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"Solicitamos:Gestoria de Permisos GubernamentalesREQUISITOS:Carrera profesional terminada en administración gubernamental, abogado o afín.Disponibilidad para viajarManejo de vehículo estándarACTIVIDADES A REALIZAR:Análisis e interpretación de normas y leyesTrato con diferentes dependencias gubernamentales para el tramite de permisos y licencias.Tramitar y mantener vigente los permisos y licencias de las tiendas.Generar propuestas de valor para la solución de los conflictos que se generan dentro de los tramites de las licenciasCOMPETENCIAS:Disponibilidad para viajar dentro del estadoFacilidad de palabraProactivo y persuasivoEn HEINEKEN México todos nuestros procesos de reclutamiento y selección de personal son gratuitos. En caso de recibir algún correo electrónico solicitando depósitos para cubrir exámenes médicos, exhortamos a nuestros usuarios a no dejarse sorprender y hacer caso omiso de estos mensajes.",Derecho y leyes,Derecho corporativo,Universitario titulado
https://www.occ.com.mx//empleo/oferta/17731427-auxiliar-de-almacen/?ai=false&ais=&origin=unknown&page=2&rank=12&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2312&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"Empresa líder en su ramo, te invita a formar parte de nuestro equipo, como: AUXILIAR DE ALMACENREQUISITOS:? Sexo masculino? Experiencia mínima 6 meses en empleo similar? Uso de computadora - ExcelACTIVIDADES: ? Control de entradas y salidas ? Preparación de pedidos ? Apoyo en inventarios ? Uso de computadora OFRECEMOS:? Horario de lunes a sábado? $1,800 semanal ? Seguro social ? Fonacot ? Uniforme EMPLEO EN COLONIA SANTA RITA, CHIHUAHUA.",Logística - Transporte - Distribución - Almacén,Almacén - Inventario,Secundaria
https://www.occ.com.mx//empleo/oferta/17731404-ejecutivo-servicio-agro/?ai=false&ais=&origin=unknown&page=2&rank=13&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2313&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,, Principales actividades:Gestionar la operación de los diferentes productos y servicios del Banco y del Área de AgronegociosApoyar al Ejecutivo en la atención a los clientes y en la administraciónSeguimiento y recuperación de los créditos existentes.Competencias requeridas:Análisis y solución de problemasNegociaciónAdministración y organización.Trabajo en equipoActitud de ServicioOrientación al clienteCompromiso con la calidad y la mejora continua. RequisitosLicenciatura terminada en áreas económico administrativasExcelente presentación OfrecemosPrestaciones bancariasPlan de carreraCalidad de vidaSueldo competitivoInteresados favor de enviar CV al correo mencionado.,Administrativo,Administración de oficina,Universitario sin titulo
https://www.occ.com.mx//empleo/oferta/17731336-ingeniero-especialista-en-materiales/?ai=false&ais=&origin=unknown&page=2&rank=14&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2314&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"Empresa líder de la industria en soluciones de embalaje solicita:Especialista de Ingeniería en Materiales y ComodidadesRequisitos:Ingeniería en manufactura o afin8 años de experiencia laboral relevante en abastecimiento e ingeniería en embalajesControles de procesos estadísticos y habilidades de calidadBuenas habilidades de documentación y análisis de datosHabilidades técnicas y de resolución de problemasFamiliarizado con el comercio global y los incotermsDominio del idioma inglés y español como idioma de trabajo?*Esquema híbrido de trabajo 3 días en oficina 2 en casa*Ofrecemos:Seguro de gastos médicos mayores individualFondo de ahorro del 4.5%30 días de aguinaldo50% de prima vacacionalVacaciones de leyUtilidades de ley*Lugar de trabajo en Ciudad Juárez, Chihuahua*",Ingeniería,Ingeniería de procesos,Universitario titulado
https://www.occ.com.mx//empleo/oferta/17731312-ti-specialist/?ai=false&ais=&origin=unknown&page=2&rank=15&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2315&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"EXPERIENCIA Y FORMACIÓNDe 3 a 5 años en puestos de Soporte en TI, grado en Ingeniería en Sistemas Computacionales, con especialidad en Redes.SOFT SKILLSMadurezCapacidad de comunicación, buenas formas (Empatía, apertura, entendimiento).Capacidad de Innovación y CreatividadPlanificación y organización (prevenir que los problemas sucedan o continúen repitiendose) Proactividad para servir al cliente y resolver problemasIntegridad Teamworking Liderazgo técnico y de personasToma de decisiones y resolución de problemas (autodidacta)TECHNICAL SKILLSConocimiento ecosistema Google WorkspaceGoogle Cloud altamente deseableBitdefender, Fortinet, Switch, Accesspoint, Omada, Redes.",Ingeniería,Ingeniero,Universitario titulado
https://www.occ.com.mx//empleo/oferta/17731307-cajero-sucursal-bancaria/?ai=false&ais=&origin=unknown&page=2&rank=16&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2316&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"En Afirme seguimos creciendo y consolidándonos como una institución que brinda soluciones con productos y servicios financieros de alta calidad para nuestros clientes. Somos un banco orgullosamenteMexicano que contribuye al desarrollo económico del país.Contamos con oportunidades y buscamos profesionales que deseen bienestar para su crecimientopersonal y profesional.CajeroResponsabilidades:•Brindar un excelente servicio y atención directa anuestros clientes.•Manejo de efectivo y valores en operaciones bancarias.•Promoción en ventanilla de productos bancarios.Requisitos:•Profesionales egresadoso estudiantes últimos semestres de carreras económico-administrativas con disponibilidad de horario. completo, gusto por la atención al cliente, ventas y con deseos de hacer carrera dentro de Banca Afirme.•Enfoque en los detalles, organizado, dinámico, proactivo, con excelente actitud de servicio.Nuestro Diferenciador:•Sueldo competitivo más bono de efectividad.•Prestaciones superiores y beneficios institucionales.•Capacitación continua Plan de crecimiento.Conoce todas nuestras vacantes en Oportunidades Afirme.Se parte de nuestra #FamiliaAfirmeEn Afirme Grupo Financiero trabajamos día a día para que nuestros entornos sean inclusivos, nuestrasoportunidades no tienendistinción de género, identidad, edad, raza, religión, orientación sexual, discapacidad, origen étnico, nacionalidad, origen social, estado civil, o cualquier situación que pueda dar lugar a discriminación.",Ventas,Cajero,Universitario sin titulo
https://www.occ.com.mx//empleo/oferta/17731273-auxiliar-de-nominas/?ai=false&ais=&origin=unknown&page=2&rank=17&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2317&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"AUXILIAR DE NOMINAScontador o carrera afínedad de 25 en adelanteConocimientos en:manejo de nomina, timbrado de nomina,IDSE, ETCexperiencia en manejo de sueldos variablesseguimiento a movimientos de altas, bajas y modificacionesconocimientos y manejo de INFONAVIT, FONACOT y ISNcontrol de vacaciones por personalexperiencia en nomipaq, contpaqi, nominasmanejo de tarjetas de reloj checadorlistas de asistencias etc.Capacidad:realizar actividades a nivel profesionalcompromiso, hacerse de obligación y responsabilidad en los actos propiostomar decisiones en ausencia del jefe directocomunicar y manejar información en forma organizada y confidencialHabilidad:trabajar con precisión dentro de los limites, tolerancias o normas establecidastrabajar en equipoauto dirigidoorientación resultadospro activodinámicohabilidad de comunicación a todos los nivelesenfoque, servicio a empleados y clientesmanejo de paquete computacional",Administrativo,Administración,Universitario sin titulo
https://www.occ.com.mx//empleo/oferta/17731177-valuador-hojalateria-y-pintura-nissan-autotokio/?ai=false&ais=&origin=unknown&page=2&rank=18&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2318-premium&sessionid=&showseo=true&type=3&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,Nissan Autotokio Solicita:Valuador de hojalatería y pinturaRequisitos:Preparatoria terminadaManejo de sistemas ComputacionalesDeseable experiencia en siniestros y aseguradorasProactivoDisponibilidad de horarioSexo IndistintoEnfoque a resultadosOfrecemos:Sueldo base atractivoComisiones sin topeEstabilidad laboralOportunidad de crecimientoPrestaciones de ley,Manufactura - Producción - Operación,Hojalatería y pintura,Bachillerato
https://www.occ.com.mx//empleo/oferta/17731000-ingeniero-de-soporte-de-sistemas/?ai=false&ais=&origin=unknown&page=2&rank=19&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2319&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"Servicios de asesoría y soporte de sistemas, seguridad electrónica.ESTA SOLICITANDO:INGENIEROS EN SISTEMAS COMPUTACIONALES PARA SU PLANTA EN CD. JUAREZ PUESTO A CUBRIRSOPORTE DE SISTEMASHorario: lunes a viernes: 8:00am-6:00pm, sábados: 9am-1:00pm EXPERIENCIA NECESARIA PARA LIDERAR ESTE CARGO:·        Conocimientos básicos de mantenimiento preventivo y correctivo de equipo de cómputo·        Instalación de software/hardware·        Manejo de respaldos de información·        Manejo de paquetes computacionales (office, contpaq, etc)·        Conocimiento de redes cableadas e inalámbricas. Conocimientos deseables mas no indispensables: gps, CCTV, cableado estructuradoEsta vacante estará disponible hasta el 14 de diciembre 2023 No pierdas la oportunidad y postúlate",Tecnologías de la Información - Sistemas,Soporte técnico,Universitario sin titulo
https://www.occ.com.mx//empleo/oferta/17730982-asesor-ventas-cambaceo-/?ai=false&ais=&origin=unknown&page=2&rank=20&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2320&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=868d503a-cf2c-40a1-baf4-37ce0dbaab51&widgetCompany=false&geolocation=false,,,"ASESOR VENTAS RETAILAsegurar la experiencia del cliente en tienda mediante asesoramiento. Incrementar cartera de clientes y cobertura de catálogo (lanzamientos, estratégicos, valores agregados, retos); cumpliendo con los objetivos de venta por departamento y alcanzando el potencial de mercado de su áreaEscolaridad: Lic. Terminada o Trunca Áreas de experiencia:Negociación con ClientesVentas (campo, detalle, mayoreo)Prospección de Nuevos ClientePlataforma de ventas: CRM,Paquete office - básicoIndispensable acostumbrado a trabajar en campo y cambaceoPrincipales responsabilidades:Brindar apoyo a clientes en tienda, ayudando a resolver dudas y dando el servicio necesario, con el objetivo de crear una experiencia de venta exitosa.Asegurar las estrategias y presupuestos de venta, identificar nuevos clientes.Realizar, identificar y comparar los precios, empaques, clientes, giros, productos del área de influencia de la tienda y cambios en el consumo por medio de visitar competidores, clientes y mercadoDar seguimiento a la preparación y entrega de pedidos en tienda conforme la venta que se haya realizadoProspectar y dar seguimiento puntual a clientes de tienda por medio de un calendario de visitas, con el objetivo de brindar el servicio de post venta y cierre de venta de productos.Desarrollar estrategias de impulso de venta de productos con fechas cortas y sobre cobertura con el fin de apoyar a disminuir decomisos y mermas en tienda.Realizar la medición de foto de éxito en tienda incluyendo planogramas, layout, exhibición y limpieza operaciones.Habilidades:Enfoque a Resultados - Logro de ObjetivosControl de Procesos – AdministraciónComunicación EfectivaResponsabilidadPotencial de DesarrolloActitud de Servicio Comercial – TangibleNegociación ComercialOrganizaciónOFRECEMOS:Sueldo competitivo.(PAGO SEMANAL)Bonos mensuales en base a cumplimiento de ObjetivosBono de score card trimestralFondo de ahorro.Vales de despensa.Prestaciones de LeyDesarrollo profesional y crecimiento dentro de la organización",Ventas,Ventas de mayoreo,Universitario sin titulo
https://www.occ.com.mx//empleo/oferta/17727270-analista-de-nominas/?ai=false&ais=&origin=unknown&page=3&rank=1&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D3%231-premium&sessionid=&showseo=true&type=3&userid=&utm_channel=premium&utm_origin=web&uuid=3113e7e7-4bc8-433f-b56d-289abc1f0c95&widgetCompany=false&geolocation=false,,,"REQUISITOS:Carrera terminada en Contaduría, Admón. de Rec Humanos, Rel. Industriales, LAE o similarExperiencia mínima 5 años en manejo del SUA e IDSEExperiencia en manejo de procesos de nóminasCONOCIMIENTOS ADICIONALES:Conocimientos básicos de ISR y ley del IMSS e INFONAVITConocimientos básicosde la Ley Federal del TrabajoManejo de plataforma y trámites FONACOTHABILIDADES Y COMPETENCIASHonradezResponsabilidadOrganizaciónExcelente actitud de ServicioEnfoque a la calidadCapacidad de AnálisisEnfoque a resultadosSaber trabajar bajo presiónBuena presentaciónACTIVIDADES Y RESPONSABILIDADES:Procesamiento, envío y control de altas, bajas y modificaciones de salario al IDSEControl y registro de creditos INFONAVITProcesamiento de nómina semanalProcesamiento del SUA mensual y bimestralProcesamiento de Nomina semanalApoyo en otras tareas del departamento de RH",Recursos humanos,Beneficios y compensaciones,Universitario titulado
