url,titulo,compañia,descripcion,categoria,sub-categoria,educacion
https://www.occ.com.mx//empleo/oferta/17691225-chofer-en-patio/?ai=false&ais=&origin=unknown&page=2&rank=9&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%239&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"solicitamos Chofer en patioOfrecemos: $12,300 mensuales (pago semanal) + vales de despensa+ bono de puntualidad+ Prestaciones de Ley+ Seguro de Vida+ Servicio Funerario+ excelente ambiente da trabajoRequisitos: secundaria terminada, licencia de conducir vigentedisponibilidad para laborar de lunes a domingo con descanso entre semana, se labora de 10 am a 5 pm",Logística - Transporte - Distribución - Almacén,Gestión de flotas,Secundaria
https://www.occ.com.mx//empleo/oferta/17691131-jefe-de-almacen/?ai=false&ais=&origin=unknown&page=2&rank=10&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2310&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"Importante Empresa de Tecnología líder en comercio electrónico y soluciones fintech de América Latina se encuentra en búsqueda de su próximo ""Team Leader""Experiencia:Escolaridad: Licenciatura o Ingeniería, Logística, Administración, carreras afínesGestión de personal operativo (manejo de plantilla, rotación, ausentismo, safety)Monitoreo de indicadores de Last Mile y estrategias para delivery successResponsabilidades:Generar estrategias de optimización de rutas de distribuciónMonitorear la disponibilidad de flota en almacén con el fin de garantizar la productividad de las entregasManejar de forma eficiente los indicadores de gestión y hacer seguimiento al rendimiento operativoGestionar al personal para las recolecciones de paquetes con quienes venden en nuestra plataformaSuperar las metas de calidad, NPS, productividad y tiempo medio de respuesta.Dar feedback y coaching continuo al equipo para contribuir a su desarrollo.Horario:Disponibilidad para rolar turnosUbicación:Blvd. Manuel Talamas Camandari; Ciudad Juárez, ChihuahuaOfrecemos:Sueldo base y prestaciones superiores",Logística - Transporte - Distribución - Almacén,Almacén - Inventario,Universitario sin titulo
https://www.occ.com.mx//empleo/oferta/17691115-analista-de-mercadeo/?ai=false&ais=&origin=unknown&page=2&rank=11&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2311&sessionid=&showseo=true&type=1&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"Analista de Mercadeo Para nuestro departamento de PlanogramaciónObjetivo del puesto:Mantenimiento y desarrollo de layouts. Generación de estrategias de mercadeo.Buscar rentabilidad de las exhibiciones adicionales en piso de venta.Análisis de artículos.Interpretación del comportamiento del mercado.Requisitos: Formación académica: Lic Mercadotecnia, Ing Industrial, Administración o afín.Interesados favor de postularse por este medio.",Mercadotecnia - Publicidad - Relaciones Públicas,Mercadotecnia,Universitario titulado
https://www.occ.com.mx//empleo/oferta/17691111-almacenista/?ai=false&ais=&origin=unknown&page=2&rank=12&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2312&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"solicitamos Almacenista zona de trabajo dentro de las instalaciones del Aeropuerto, cd. ChihuahuaRequisitos: carrera técnica o bachillerato, Experiencia en logística, Manejo de personal.Indispensable Experiencia en almacén al menos 1 año, conocimientos básicos de Excel y officeOfrecemos: $9,500.00 mensuales, Horario de 8:00am a 12:00pm, Lugar de trabajo Aeropuerto",Logística - Transporte - Distribución - Almacén,Transporte aéreo,Bachillerato
https://www.occ.com.mx//empleo/oferta/17691092-coordinador-de-mantenimiento/?ai=false&ais=&origin=unknown&page=2&rank=13&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2313&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"Lear Corporation Posición: Coordinador de MantenimientoUbicación: Nuevo Casas Grandes, Chihuahua | Planta Casas Grandes 2MisiónResponsable de optimizar el funcionamiento de la maquinaria y edificio, mediante un adecuado seguimiento al mantenimiento de éstas, minimizando su desgaste y deterioro. Mantener las instalaciones y equipo productivo en las condiciones óptimas para alcanzar los objetivos determinados por la empresa. Funciones del puesto- Gestionar y proveer todo lo necesario para realizar las actividades de mantenimiento (material, tiempo etc).- Elaborar programa anual, mensual, semanal de las actividades del departamento de mantenimiento.- Diseñar procedimientos de mantenimiento preventivo y mantenimiento correctivo.- Coordinar las actividades del departamento de mantenimiento.- Efectuar recorridos periódicos de inspección de instalaciones.- Definir materiales y refacciones para existencia en almacén destinados a mantenimiento.- Lograr una calidad óptima en las ejecuciones de actividades de mantenimiento.- Conocimiento y seguimiento a la política de seguridad, salud y medio ambiente.- Seguimiento a las reglas de seguridad, salud y medio ambiente.- Mejoramiento continuo.- Responsable de mantener un ambiente seguro en la planta siendo un promotor de la seguridad, realizando planes para corregir condiciones y actos inseguros hacia el interior y exterior de la planta.- Administrar los recursos humanos (supervisores) asignados al departamento.- Responsabilidad y autoridad para parar producción por problemas de calidad.- Cumplir y hacer cumplir con las reglas de seguridad en la planta, así como también con las normas de ISO-14001 y de IATF16949/ISO9001, ISO45001, así como legales y reglamentarias. Habilidades- Ingeniería Industrial o carrera afín.- 5 años de experiencia en posición similar.- Experiencia en Corte y Costura Automotriz.- Conocimiento en máquinas de corte y costura.- MTTR, MTBF.- Inventario Tool crib.- Lean Manufacturing y Six Sigma.- Inglés avanzado.",Manufactura - Producción - Operación,Mantenimiento automotríz,Universitario titulado
https://www.occ.com.mx//empleo/oferta/17691086-gerente-administrativo-y-logistica-de-almacen/?ai=false&ais=&origin=unknown&page=2&rank=14&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2314&sessionid=&showseo=true&type=1&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"GRUPO CIMARRON SOLICITAGERENTE ADIMINISTRATIVO Y LOGISTICA D ELAMACENConocimientos mínimosDiagrama de flujo, diseño o formulación de estrategias logística de almacenes, elaboración y control de inventarios. Experiencia mínima un año.Escolaridad requeridaCarrera terminada (Ing. Industrial, licenciatura en logística, administración de empresas o afín)Cualidades que se requieren:Compañerismo, dinamismo, disciplina, ordenado, creativo.Trabajar bajo presiónDisponibilidad de horario.IniciativaResponsableSe parte de Grupo Cimarrón siempre en la cima.",Logística - Transporte - Distribución - Almacén,Logística,Universitario titulado
https://www.occ.com.mx//empleo/oferta/17691062-ejecutivo-de-ventas-bancario-atractivo-esquema-de-comision/?ai=false&ais=&origin=unknown&page=2&rank=15&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2315&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"Si eres una persona orientada a los resultados, con habilidades comerciales y una fuerte vocación de servicio al cliente, ¡esta es tu oportunidad! Únete a nuestro equipo y contribuye con tu talento al crecimiento y desarrollo de Grupo Sim.Requisitos del puesto:·        Experiencia comprobable en ventas, preferiblemente en el sector bancario, seguros, afores.·        Habilidades de negociación, comunicación y persuasión.·        Habilidad comercial y orientación al logro de objetivos.·        Conocimientos en telemarketing y desarrollo de negocio. Responsabilidades del puesto:·        Promover y comercializar los productos bancarios TDC, Seguros y Consumo.·        Generar y mantener relaciones de negocio con clientes potenciales y existentes.·        Identificar oportunidades de negocio y desarrollar estrategias para su captación.·        Brindar asesoramiento y soluciones comerciales a los clientes de acuerdo a sus necesidades y requerimientos.·        Cumplir con los objetivos de ventas establecidos por la organización.·        Realizar seguimiento a los clientes para garantizar su satisfacción y fidelización. Condiciones de trabajo:·        Sueldo base·        Esquema de comisiones NO TOPADAS!·        Equipo para desempeñar tus tareas·        Prestaciones de Ley·        Seguro de vida·        Participación en concursos y premios ¡Esperamos contar con tu talento y entusiasmo para formar parte de nuestro equipo!",Ventas,Ventas por teléfono - Telemarketing,Bachillerato
https://www.occ.com.mx//empleo/oferta/17691060-asesor-financiero-para-importante-banco/?ai=false&ais=&origin=unknown&page=2&rank=16&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2316&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"Si eres una persona orientada a los resultados, con habilidades comerciales y una fuerte vocación de servicio al cliente, ¡esta es tu oportunidad! Únete a nuestro equipo y contribuye con tu talento al crecimiento y desarrollo de Grupo Sim.Requisitos del puesto:·        Experiencia comprobable en ventas, preferiblemente en el sector bancario, seguros, afores.·        Habilidades de negociación, comunicación y persuasión.·        Habilidad comercial y orientación al logro de objetivos.·        Conocimientos en telemarketing y desarrollo de negocio. Responsabilidades del puesto:·        Promover y comercializar los productos bancarios TDC, Seguros y Consumo.·        Generar y mantener relaciones de negocio con clientes potenciales y existentes.·        Identificar oportunidades de negocio y desarrollar estrategias para su captación.·        Brindar asesoramiento y soluciones comerciales a los clientes de acuerdo a sus necesidades y requerimientos.·        Cumplir con los objetivos de ventas establecidos por la organización.·        Realizar seguimiento a los clientes para garantizar su satisfacción y fidelización. Condiciones de trabajo:·        Sueldo base·        Esquema de comisiones NO TOPADAS!·        Equipo para desempeñar tus tareas·        Prestaciones de Ley·        Seguro de vida·        Participación en concursos y premios ¡Esperamos contar con tu talento y entusiasmo para formar parte de nuestro equipo!",Ventas,Ventas por teléfono - Telemarketing,Bachillerato
https://www.occ.com.mx//empleo/oferta/17691016-gerente-tienda/?ai=false&ais=&origin=unknown&page=2&rank=17&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2317&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"GERENTE TIENDA Descripción general del puesto: Responsable de asegurar la operación estándar de la tienda, servicio al cliente y cumplimiento del presupuesto de venta y gasto, generando un incremento en la venta a través de la correcta exhibición, preparación y surtido cumpliendo los procesos autorizados.   Requisitos: Edad: 28 a 45 años Sexo: indistinto Escolaridad: Licenciado en administración de empresas, Ingeniero Industrial, Licenciado en Contaduría Pública. Estado civil: indistinto Antigüedad: mínima de 9 meses en el puesto actual (excepto temporales)  Resultado favorable en evaluación de desempeño   Áreas de experiencia: 2 años de experiencia en: Comercialización de productos cárnicos, carnes frías y lácteos Manejo de alimentos y/o productos perecederos Estrategias de ventas Atención al cliente   Conocimientos específicos: Paquete office  SAP   Principales responsabilidades: Cumplir con los presupuestos de venta de la tienda familia y producto asignada revisando el calendario de visita a clientes y el monitoreo de indicadores en el dashboard. Supervisar el plan de prospección y visita de clientes del vendedor revisando que se cumplan los presupuestos mensuales de ventas, valor agregado. Asegurar el funcionamiento de la tienda por medio de supervisar que la ejecución de las actividades de cada uno de los puestos se encuentre alienadas a la “Operación estándar” así como el check list diario (captura). Incrementar las transacciones de la tienda por medio de promover, identificar y coordinar los productos, campañas tomando en cuenta las estrategias comerciales. Asegurar los valores, instalaciones, equipo y herramientas de la tienda asignada por medio de verificar el correcto uso, mantenimiento y resguardo con los proveedores externos. Controlar los decomisos y fechas cortas por medio de dar salida en el sistema y seguimiento. Asegurar el resguardo de la tienda por medio de la activación y des activación de las alarmas. Dirigir la junta semanal por medio de comunicar las desviaciones y retroalimentación. Asegurar y facilitar el proceso, tiempo y dedicación de la capacitación del personal de nuevo ingreso o crecimiento con apoyo de las herramientas existentes (cursos en línea, presenciales y coaching) a fin de desarrollar y potencializar el personal y promoción en tiendas.    Habilidades: Enfoque a Resultados Control de Procesos Comunicación efectiva Solución de problemas – Capacidad de Análisis Compromiso – Asumir responsabilidades Actitud de servicio  Liderazgo Trabajo en equipo Negociación Comercial   Ofrecemos: Prestaciones superiores a la ley. Oportunidad de crecimiento. Estabilidad laboral  Consulta nuestro aviso de privacidad a través de https://grupobafar.com/generales/legales-y-aviso-de-privacidad/    ",Servicios generales - Oficios - Seguridad,Otros oficios,
https://www.occ.com.mx//empleo/oferta/17689705--ingeniero-jr-soporte-retail-50378008/?ai=false&ais=&origin=unknown&page=2&rank=18&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2318&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,," INGENIERO JR SOPORTE   Descripción general del puesto Brindar apoyo técnico a los usuarios de la compañía para que puedan operar sin contratiempos las herramientas de TI (Tecnologías de Información) que se les proporcionen.   Requisitos Edad: 22 a 35 añosSexo: IndistintoEscolaridad: Ingeniero en sistemas computacionales, Ingeniero en Tecnologías de la información y comunicación, Licenciado en administración de sistemas computacionalesEstado Civil: Indistinto   Áreas de experiencia: Mínimo 3 años de experiencia en: Soporte técnicoTelecomunicaciones (redes, servicios, telefonía)Data centerServidores   Conocimientos específicos: Paquete OfficeAutoCad   Principales responsabilidades Ejecutar plan de mantenimiento y soporte técnico (preventivo y correctivo) para que los usuarios operen las herramientas de tecnología y sistemas de información asignadas.Supervisar los trabajos realizados por proveedores para asegurar que estos cumplan con lo solicitado.Ejecutar plan de activos fijos mediante altas, bajas, cambios de equipos y licenciamiento que ayudan a mantener el control sobre los mismos.Brindar soporte a la operación de comunicaciones (voz, datos cable/Wifi) y control de accesos de red para que los usuarios operen las herramientas de tecnología y sistemas de información asignadas.Ejecutar plan de seguridad de la información que incluye permisos para accesos a sistemas, monitoreo y control de virus informáticos para mantener la seguridad de los equipos y sistemas de información.   Habilidades: Enfoque a ResultadosGestión de procesosComunicación EfectivaSolución de ProblemasPotencial de DesarrolloOrganizaciónEnfoque en la calidadLiderazgo   Ofrecemos: Prestaciones superiores a la ley.Oportunidad de crecimiento.Estabilidad laboral   Consulta nuestro aviso de privacidad a través de https://grupobafar.com/generales/legales-y-aviso-de-privacidad/    ",Servicios generales - Oficios - Seguridad,Otros oficios,
https://www.occ.com.mx//empleo/oferta/17479074--ejecutivo-expansion/?ai=false&ais=&origin=unknown&page=2&rank=19&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2319&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"EJECUTIVO EXPANSIÓN  Descripción general del puesto: Realizar una correcta localización, así como adquisición de propiedades comerciales de acuerdo con las necesidades de la empresa realizando los análisis, estudios y trámites correspondientes.   Requisitos: Edad: 25 a 45 años Sexo: indistinto Escolaridad: Licenciatura en arquitectura, Ingeniería civil. Estado civil: indistinto  Áreas de experiencia: 2 años de experiencia en: Análisis de zona Elaboración de reportes Negociaciones Mercado inmobiliario   Conocimientos específicos: Conocimiento temas demográficos (INEGI) - avanzado Office - avanzado    Principales responsabilidades: Realizar un análisis previo de las zonas seleccionadas considerando usos de suelo, accesibilidad (estudio de flujos), análisis comercial, con el objetivo de seleccionar correctamente el punto que será de venta. Realizar las negociaciones de las condiciones del contrato de arrendamiento o contrato de compraventa con prospectos (rentas, plazos, condiciones, contratos). Realizar el reporte semanal con los avances al plan de crecimiento propuesto y nuevas ubicaciones (ubicaciones propuestas, avances en las negociaciones, cierre de contrato arrendamiento y compraventa). Recabar la documentación con los propietarios necesaria para la elaboración de contratos y posterior inicio de trámites para construcción de nuevas tiendas. Realizar la gestión con las diferentes dependencias a fin de cumplir con los requisitos necesarios para el cierre de contrato e inicio de tramites constructivos     Habilidades: Enfoque a Resultados Liderazgo Solución de problemas  Gestión de procesos Comunicación efectiva Planeación Enfoque en la Calidad Colaboración   Consulta nuestro aviso de privacidad a través de https://grupobafar.com/generales/legales-y-aviso-de-privacidad/  ",Servicios generales - Oficios - Seguridad,Otros oficios,
https://www.occ.com.mx//empleo/oferta/17689701-asesor-ventas-retail/?ai=false&ais=&origin=unknown&page=2&rank=20&returnURL=%2Fempleos%2Fen-chihuahua%2F%3Fpage%3D2%2320&sessionid=&showseo=true&type=0&userid=&utm_channel=serp&utm_origin=web&uuid=84ac0c66-7ac1-423f-8037-a33adc9dfb7a&widgetCompany=false&geolocation=false,,,"ASESOR VENTAS RETAIL   Descripción general del puesto: Asegurar la experiencia del cliente en tienda mediante asesoramiento. Incrementar cartera de clientes y cobertura de catálogo (lanzamientos, estratégicos, valores agregados, retos); cumpliendo con los objetivos de venta por departamento y alcanzando el potencial de mercado de su área de influencia.   Requisitos: Edad: 25 a 45 años Sexo: Indistinto  Escolaridad: Licenciatura en administración de empresas, Licenciatura en mercadotecnia, Licenciatura en negocios internacionales.  Estado civil: indistinto   Áreas de experiencia: 1 años de experiencia en: Negociación con Clientes Ventas Prospección de Nuevos Cliente CRM   Conocimientos específicos: Paquete office - básico   Principales responsabilidades: Brindar apoyo a clientes en tienda, ayudando a resolver dudas y dando el servicio necesario, con el objetivo de crear una experiencia de venta exitosa.  Asegurar las estrategias y presupuestos de venta por medio de captar, identificar nuevos clientes en la herramienta de CRM y la estrategia individual, así como realizar los simuladores de banqueta, comunicando los beneficios de los productos y el valor añadido del negocio. Realizar, identificar y comparar los precios, empaques, clientes, giros, productos del área de influencia de la tienda y cambios en el consumo por medio de visitar competidores, clientes y mercado, reportando las diferencias por medio de la herramienta de CRM. Dar seguimiento a la preparación y entrega de pedidos en tienda conforme la venta que se haya realizado al cliente, con el objetivo de brindar el servicio en tiempo dando la satisfacción necesaria al cliente. Prospectar y dar seguimiento puntual a clientes de tienda por medio de un calendario de visitas, con el objetivo de brindar el servicio de post venta y cierre de venta de productos. Desarrollar estrategias de impulso de venta de productos con fechas cortas y sobre cobertura con el fin de apoyar a disminuir decomisos y mermas en tienda. Realizar la medición de foto de éxito en tienda incluyendo planogramas, layout, exhibición y limpieza dentro de estas, con el objetivo de asegurar que la tienda se encuentre en óptimas condiciones para realizar sus operaciones.   Habilidades: Enfoque a Resultados - Logro de Objetivos Control de Procesos – Administración Comunicación Efectiva Responsabilidad Potencial de Desarrollo Actitud de Servicio Comercial – Tangible Negociación Comercial Organización  Consulta nuestro aviso de privacidad a través de https://grupobafar.com/generales/legales-y-aviso-de-privacidad/",Servicios generales - Oficios - Seguridad,Otros oficios,
